5;1.89971;0.0163518
10;6.76924;0.0153959
5;2.02318;0.0139426
10;7.78355;0.0134053
5;2.06035;0.0138012
5;1.89767;0.0130263
10;6.4377;0.0121177
5;2.03215;0.0141292
10;6.82485;0.0131766
5;2.02751;0.0155706
5;0.0117921;0.000110451
10;0.0191108;8.396e-05
15;0.02796;5.9134e-05
5;0.00813863;7.4216e-05
10;0.0157918;5.6518e-05
15;0.0244223;7.8536e-05
5;0.00705932;5.1072e-05
10;0.015782;8.1287e-05
15;0.0230149;4.654e-05
5;0.00611588;5.4651e-05
10;0.0127302;4.9095e-05
15;0.0205678;7.01e-05
5;0.00604834;4.7782e-05
10;0.0126288;6.7481e-05
15;0.0204286;4.6899e-05
5;0.00638635;6.4865e-05
10;0.0127275;4.7827e-05
15;0.0203585;7.3177e-05
5;0.00604581;4.9043e-05
10;0.0126756;7.3534e-05
15;0.0204429;5.4688e-05
5;0.00595645;6.7808e-05
10;0.0127142;5.1557e-05
15;0.0205885;4.708e-05
5;0.00590328;4.776e-05
10;0.0127724;7.2332e-05
15;0.020793;4.6981e-05
5;0.00597804;6.5525e-05
10;0.0126804;4.9027e-05
15;0.0205122;7.049e-05
5;0.00624912;4.6234e-05
10;0.0126153;6.895e-05
15;0.0204709;4.9195e-05
5;0.00594681;6.5401e-05
10;0.0128057;4.9307e-05
15;0.0204133;0.000114264
5;0.00591858;4.8467e-05
10;0.0152638;5.8312e-05
15;0.0206217;4.6207e-05
5;0.00602389;6.7751e-05
10;0.0128272;5.1395e-05
15;0.0208856;7.0753e-05
5;0.00594417;4.779e-05
10;0.012667;6.9531e-05
15;0.0205478;4.8186e-05
5;0.00601729;4.7197e-05
10;0.0125823;4.7846e-05
15;0.0203688;7.2627e-05
5;0.00595267;4.825e-05
10;0.0126886;7.312e-05
15;0.020839;4.6983e-05
5;0.00605424;6.6732e-05
10;0.0128388;4.9082e-05
15;0.020227;7.6903e-05
5;0.00591824;4.7315e-05
10;0.0125485;4.9042e-05
15;0.020405;4.7352e-05
5;0.00601431;4.7021e-05
10;0.012618;7.0734e-05
15;0.0205406;4.6927e-05
5;0.0108082;0.000108476
10;0.0188218;6.559e-05
15;0.0240086;4.8598e-05
20;0.0296546;5.0246e-05
5;0.00600656;7.2157e-05
10;0.0128052;4.8397e-05
15;0.0204207;7.5438e-05
20;0.0291869;5.1834e-05
5;0.00598415;7.2693e-05
10;0.0127228;4.9008e-05
15;0.0205719;7.1289e-05
20;0.0291555;5.0457e-05
5;0.00598341;6.5642e-05
10;0.0129979;4.7943e-05
15;0.0204624;7.1243e-05
20;0.0289881;5.0398e-05
5;0.00593638;0.0001293
10;0.0128292;4.8827e-05
15;0.0203319;6.9098e-05
20;0.0292161;5.1826e-05
5;0.0059618;7.2384e-05
10;0.0127103;4.9443e-05
15;0.0203607;6.4543e-05
20;0.0293744;5.1605e-05
5;0.00625375;6.8918e-05
10;0.0128725;4.9785e-05
15;0.0205019;7.068e-05
20;0.0288929;5.0883e-05
5;0.00601379;5.4267e-05
10;0.0128209;7.0275e-05
15;0.0222199;8.5556e-05
20;0.0296056;5.028e-05
5;0.00600027;6.8799e-05
10;0.0131848;4.895e-05
15;0.020367;7.0934e-05
20;0.0291082;5.1001e-05
5;0.00600399;6.951e-05
10;0.012858;4.8748e-05
15;0.0202333;4.6753e-05
20;0.0289954;5.1363e-05
5;0.00591734;6.9855e-05
10;0.0127549;4.8669e-05
15;0.0202167;4.6827e-05
20;0.0292892;5.0317e-05
5;0.00620584;6.2489e-05
10;0.0127203;4.8073e-05
15;0.0201687;7.1472e-05
20;0.0289074;5.1034e-05
5;0.00598534;0.000100066
10;0.0127742;5.3557e-05
15;0.0204391;6.9212e-05
20;0.0288569;5.077e-05
5;0.00610454;6.6891e-05
10;0.0127413;4.8305e-05
15;0.0204883;7.0271e-05
20;0.0289094;5.0667e-05
5;0.00599145;7.2107e-05
10;0.0128591;4.9329e-05
15;0.0203332;8.3017e-05
20;0.0291918;5.2381e-05
5;0.00600142;6.84e-05
10;0.0129399;4.8517e-05
15;0.0233942;4.7505e-05
20;0.0290796;7.8891e-05
5;0.00624086;4.7165e-05
10;0.0127834;4.9585e-05
15;0.0204798;4.6389e-05
20;0.0292749;7.6119e-05
5;0.006603;4.9313e-05
10;0.0127624;6.9161e-05
15;0.0205824;4.7148e-05
20;0.0290211;7.7026e-05
5;0.00606566;6.0389e-05
10;0.0127149;5.6791e-05
15;0.0203684;4.7111e-05
20;0.0291124;5.0381e-05
5;0.00602218;4.7003e-05
10;0.012758;6.0466e-05
15;0.0204096;4.7566e-05
20;0.029051;7.5597e-05
